Gene Symbol and Synonyms	UniProt Accession
Dmel_CG6768	Q9VCN1
Dmel_CG8648	Q7K7A9
Dmel_CG9272	Q9VIH0
Dmel_CG10079	O18370; P04412; P81868; O61601; Q9W2G0; Q8MLW0
Dmel_CG10498	Q0KI40; Q9VDJ4; E1JIR3; P23573; Q9TXB2
Dmel_CG10924	Q7JXB5; A8DYI3
Dmel_CG11086	A1Z6W5
Dmel_CG11324	O96607; Q9VM94; M9PEX1; Q0E8S7; M9PB54
Dmel_CG11658	Q9VTM4
Dmel_CG1210	Q7KVE1; Q0E8K9; Q8IHG6; A4V164; Q53XF5; Q9W0V3; O62534; Q9W0V2; H5V8B9; Q9W0V1; A4V166
Dmel_CG12306	Q9VWB2; A4V258; P52304
Dmel_CG12334	Q9VEG5
Dmel_CG12559	A8Y4W5; A8Y4W1; A8Y4W2; Q9W5M2; A0A021WW06; Q7PL59; Q9W5M3; P40417
Dmel_CG14173	Q9VT50; C9QPG9
Dmel_CG1490	X2JEX7; Q9VYQ8; B5RJQ7
Dmel_CG15319	M9MS40; Q9W321; M9PH39
Dmel_CG15400	Q9VQH1
Dmel_CG17725	P20007; A1ZB97; Q53YF8; Q9V8J0
Dmel_CG1775	Q8IMG6; O62609
Dmel_CG18402	Q24089; B7Z0N6; Q24023; P09208; Q9VD94
Dmel_CG2048	A4V3P5; Q9V462; Q0KHY4; A0A0B4KHX3; O76324
Dmel_CG2262	O96660
Dmel_CG2699	Q7KTZ2; M9PAY7
Dmel_CG2845	Q8ISE2; Q8ISE1; Q8I086; Q8I0D9; Q9NEH9; P11346; A8JUV5; Q0KHW7; Q8ISE3; Q9W4Z3
Dmel_CG2939	H5V8D4; P32031; Q9VQV5
Dmel_CG3051	O18645; Q9U4G0
Dmel_CG3143	Q95V55; Q7KF42; Q9VFN8; A0A126GUT4; Q95TK1; A0A0B4KGN1
Dmel_CG32672	X2JEE0; X2JJA8; Q9W2S2
Dmel_CG33273	Q6ILJ3; E7BBS4; Q7KUD5
Dmel_CG33338	P83100; A8E6X5
Dmel_CG3510	Q9V3F4; P20439; Q9TYH7; C9QPI9; Q9TYH6; Q0E8Y2; Q8MME2; Q9I7V2
Dmel_CG4006	Q8INB9; Q24469; Q9VEY7; Q8T9A5; Q0KI65; Q24293; Q24470; Q7JN11; A0A0B4LIA3
Dmel_CG4141	P91634
Dmel_CG5059	Q8IPU8; Q9VPD6; Q8IPU7
Dmel_CG5216	D5SHQ6; O96505; Q9VK34
Dmel_CG5475	O62618; Q9TXB4; O46216; A4V3C0; E1JIV6
Dmel_CG5671	Q9Y0B6; Q9U468; Q9V3L4; Q7KMQ6
Dmel_CG5680	P92208; O01366; Q94542; E1JHD6
Dmel_CG5686	D0UY62; D0UY67; D0UY49; D0UY52; D0UY45; D0UY46; D0UY50; D0UY54; D0UY61; D0UY64; D0UY65; Q9U4G2; M9PCQ8; D0UY43; D0UY66; D0UY68; Q5U0V5; D0UY47; D0UY51; Q9XTN2; D0UY55
Dmel_CG5814	A0A0B4KHT9; Q9I7I0; O96718; Q9TYG8
Dmel_CG6033	Q08012; Q0E989; A4UZF9; Q9V6Q5
Dmel_CG6535	Q5EAK6; Q0KI71; Q6TKQ1; Q9VFB1; Q8MZG4
Dmel_CG6554	Q9VGW7
Dmel_CG6736	Q9VT53; E7BBS3
Dmel_CG7186	O97143; Q86NL8
Dmel_CG7393	O61443
Dmel_CG7793	Q969D6; P26675; Q6AWF4; Q8I067; Q8I0F7; Q8ITK2; Q9VJV9; Q95TI8
Dmel_CG7892	Q9VSC7; Q8T030; Q8IQ91
Dmel_CG8057	A1Z7Q8; Q95SG9
Dmel_CG8167	E7BBS1; Q9VT51
Dmel_CG8224	A1Z7L9; A1Z7L8; Q7YU60
Dmel_CG9096	Q7KUZ5
Dmel_CG9374	Q9VFS7; Q8T9L5
Dmel_CG9375	Q9V448; P08646
Dmel_CG9772	Q7YZ95; Q7YZ96
Dmel_CG11241	Q9VNR7; A8E6R2
Dmel_CG1140	Q9W058; Q8IRG3; M9PGX7
Dmel_CG12262	Q9VSA3; G3KKP7
Dmel_CG15093	Q86R98; Q0E926; A0A0B4JCU8; Q9V8M5; Q9V8M6
Dmel_CG17691	A8QHW9; A8QHW8; Q7PLE6
Dmel_CG17896	Q7KW39; O46056; Q8T9I0; Q9V408
Dmel_CG2118	Q8I0S9; Q9V9T5
Dmel_CG31075	Q9VB96; A0A0B4K6I6
Dmel_CG3267	Q8SXT5; Q9V9A7; O18364; H0RNI1
Dmel_CG3752	Q9VLC5
Dmel_CG3902	Q9VVU1
Dmel_CG4389	Q9V397; Q8IPE8
Dmel_CG4581	Q9W1H8
Dmel_CG4600	Q9VL70
Dmel_CG4703	Q9VDT1
Dmel_CG4747	Q8T079; X2JDP6; Q9VL51; M9MRG2
Dmel_CG4860	Q9VGC2
Dmel_CG5044	Q86BP1; Q960K8; Q9VF79
Dmel_CG6543	Q7JR58
Dmel_CG6638	Q9VSL9
Dmel_CG7113	G7H840; O18404; Q059C3; Q8MRC1; D5A7S2
Dmel_CG7430	Q9VVL7
Dmel_CG7433	Q9VW68
Dmel_CG8199	Q9VHB8
Dmel_CG8778	A1Z934
Dmel_CG9629	Q8SXQ1; Q9VVX8
Dmel_CG11173	Q9W1I8
Dmel_CG14084	Q9VVX6
Dmel_CG14181	Q9VSU7; Q6NN76
Dmel_CG1599	Q7JYX5
Dmel_CG17248	M9PDW0; C6TP85; Q9W0C2; Q9W0C1; Q86BQ0; M9PE71
Dmel_CG2023	Q9VNI9
Dmel_CG31136	Q9VCD7; Q9TX14; A0A126GV04; A0A0B4JCZ4; Q24547
Dmel_CG3279	Q9W0N6
Dmel_CG4109	Q9VV76
Dmel_CG4214	Q24509; A4V0S1; Q8T9C1; Q7KW50
Dmel_CG4780	Q9VRL2; Q8MRU9; B5RJH1
Dmel_CG5081	Q7K0X9
Dmel_CG7359	M9PGI6; O77434
Dmel_CG7452	Q9VZC9; M9PEM1
Dmel_CG7700	Q9VE50; Q8SWZ4; A8E6J8
Dmel_CG7736	Q7JY00; Q86P32; Q7JRF1
Dmel_CG10117	Q5BI21; Q9V730; A0A0B4KER9; O76796; D5SHU8
Dmel_CG10234	P25722; Q9VIW4
Dmel_CG11780	Q9VBZ9
Dmel_CG15110	Q9XZ08
Dmel_CG3194	C3KGM6; A1Z6M8
Dmel_CG32300	Q9W034; Q9W035; Q7KVA1; Q24116
Dmel_CG32775	B5RJ22; Q95SR5; O97422; Q8IRS6
Dmel_CG33147	Q8MRE7; Q9V8M0
Dmel_CG4451	Q9VDR6; Q960R4
Dmel_CG8339	Q9V3L1; E1JID8
Dmel_CG8433	A4UZJ2; Q9Y169
Dmel_CG8734	A1Z7G9
Dmel_CG1492	Q8SZ81; Q9VYR2
Dmel_CG14994	A4V1G1; P20228; Q9VZI7; M9PH99
Dmel_CG5493	A1ZBA8
Dmel_CG6461	Q9VWT3; Q95TL5
Dmel_CG7550	Q9VSD8
Dmel_CG7811	Q24062; X2J8B3
Dmel_CG10580	Q24342; Q9VP97
Dmel_CG18803	M9PG70; B7Z090; O96340; Q9TY80; Q9V3S1; Q9V3L9; O02395; O76802; M9PFS2; O02194
Dmel_CG2855	M9PCE6; Q9VQG2
Dmel_CG33198	Q86BE9; Q8MUT4; A0A0B4LFM5; A8E6Z8
Dmel_CG3497	X2JAI1; Q9TW34; Q3S1M8; Q9V446; P28159; Q9TVK8; Q9TVY7; Q9U8F9
Dmel_CG3619	Q6T3K0; Q6T3L5; Q6T3N1; Q6T4N4; Q6T4N6; Q95RM9; Q6T4M9; Q6T3G7; A4V346; Q6T3L9; Q6T3M2; Q6T3N3; Q6T3G8; Q6T3I7; Q6T3J2; Q6T4N2; Q6T3F7; Q6T3K9; Q6T4N3; P10041; Q6T3M7; Q99108; Q6T3I3; Q6T3J1; Q6T3J3; Q6T3K1; Q6T3G1; Q6T3M4; Q6T4N1; Q6T3H0; Q6T3J4; Q6T3L7; Q6T3N5; Q6T3N7; Q6T4N0; Q9VDY2; Q6T3H3; Q6T3I5
Dmel_CG3779	B8A413; Q961A6; B8A419; Q8IPE9; M9PCN6; P16554; Q9VLB8
Dmel_CG3929	A9YJB1; A9YJB7; A9YJA9; Q86P53; Q23985; Q9W3Z1; B3LF71
Dmel_CG3936	O97458; Q9W4T8; M9NE67; P07207; P04154
Dmel_CG4107	Q9VTZ1
Dmel_CG5460	Q6AWM8; A4V358; Q02308; Q9VDK1; Q960W5; Q9VDK0; T2FFJ5; A4V359
Dmel_CG6127	P18168; Q9VB65; A0A0B4LIS1
Dmel_CG6843	Q9VVU4
Dmel_CG7471	Q94517; O17429; Q9VZA1; O77213
Dmel_CG7908	Q95RZ4; Q9VAC5; Q868A7; Q8IMJ9
Dmel_CG8118	P21519; B5RJ79; Q9V6W7; A0A0B4LGE6; Q8SZU8; Q7KR72; Q0E983; Q494M5; Q9V6W8
Dmel_CG8264	Q9W390; M9PGQ6; P39736
Dmel_CG8384	P16371; A4V3F6; A0A0B4KH09; Q0KI08; Q7KRZ4; A0A0B4LHP1; A0A0B4JDF1; A0A0B4K6L6; A0A0B4JD02; Q9V3F7
Dmel_CG10748	Q9VU28
Dmel_CG10749	Q9VU29
Dmel_CG1236	Q8I725
Dmel_CG14740	Q9VGD5; Q95TZ4
Dmel_CG1743	X2JDA5; Q95SM4; Q494K4; P20478; X2JJG8; Q8IR90; Q9VYZ0
Dmel_CG2227	P36951; Q9W2W4
Dmel_CG2718	P20477; Q9VPK0; A4UZX3; O96770; E1JHQ1
Dmel_CG3011	Q9W457; B7Z0X1
Dmel_CG3861	Q9W401; Q8T477
Dmel_CG3999	Q9VH09
Dmel_CG4706	Q8T4D6; Q9VGT6
Dmel_CG4900	Q9VCV4
Dmel_CG5362	Q9VKX2
Dmel_CG5567	Q9VVL5
Dmel_CG6342	Q9VGZ3
Dmel_CG6415	Q9VKR4
Dmel_CG7758	Q9U616; Q9VP59
Dmel_CG7998	Q9VEB1
Dmel_CG9244	Q9VIE8; Q9NFX1
Dmel_CG9542	Q9VMC9; X2J8X6
Dmel_CG12068	Q9VAH3
Dmel_CG13377	Q9W5H1; Q9U1L9
Dmel_CG8129	Q9VHE9; Q9VHF0; Q7KST5
Dmel_CG10045	Q9VG99; P20432; Q9TX88; Q4JFI6; Q8MR98
Dmel_CG10091	Q9VGA0
Dmel_CG10178	Q9VJ81
Dmel_CG11012	Q9VIM9
Dmel_CG11140	Q0E9G6; A0A0B4KEL0; A1Z6Z4; A0A0B4KEE1; A0A0C4DHC8; F0JAM9; A0A0B4KF99; A1Z6Z3; A4UZ69; Q7JR61; A0A0C4FEI5
Dmel_CG11289	Q9VM44
Dmel_CG11512	Q9VG96; Q9TX90; Q541F8
Dmel_CG11784	Q7JVI6
Dmel_CG12242	Q9TX92; Q9VG95
Dmel_CG13270	Q9VJI0
Dmel_CG13271	Q9VJH9
Dmel_CG15661	Q4V5L6; Q9W2J3
Dmel_CG15902	Q9VGS8
Dmel_CG1702	E1JJS1; Q9VRA4
Dmel_CG17200	Q9VGT2
Dmel_CG17322	Q9VJ45; Q8T063
Dmel_CG17323	Q9VJ46
Dmel_CG1742	Q9VRD8; Q8SY19; Q8SY70
Dmel_CG17522	Q4V6J1
Dmel_CG17523	Q7JYZ9
Dmel_CG17524	A1ZB68
Dmel_CG17525	A1ZB69
Dmel_CG17530	A1ZB71
Dmel_CG17533	A1ZB73
Dmel_CG17534	Q7K8X7
Dmel_CG17639	Q8SXQ9; B7Z0S9; Q9VG90
Dmel_CG17932	Q9VJH8
Dmel_CG18548	Q9VGA1
Dmel_CG30000	Q7K0B6
Dmel_CG3006	Q9W1E9
Dmel_CG31002	Q9V9X9; Q8SYX7
Dmel_CG33546	Q6NP69; Q6NL74; Q9VI71; Q8INS9
Dmel_CG3481	P00334; Q27332; Q53XD5; Q27579; Q9NKC0; Q2MGK2; Q9VJS3; Q27596; Q95TC8; A4V0Q1
Dmel_CG3797	Q9VVW2
Dmel_CG4181	Q9VG98; Q9TX91
Dmel_CG4302	Q9W2J4; Q8SZF3
Dmel_CG4371	Q9VG93; Q9TX87; Q4V3S1
Dmel_CG4381	Q8MT68; Q9VG97
Dmel_CG4414	Q9W228
Dmel_CG4421	Q9VG92
Dmel_CG4423	Q9VG94; Q9TX93
Dmel_CG4688	Q7JYX0
Dmel_CG4772	Q9VGS7
Dmel_CG5224	Q7JVZ8
Dmel_CG5724	Q9VG30
Dmel_CG5999	Q9VG29
Dmel_CG6475	Q9VDA5
Dmel_CG6598	Q9VGV2; P46415
Dmel_CG6633	Q9VGT8
Dmel_CG6662	Q9VSL6
Dmel_CG8652	Q7K7B0; H0RNF7
Dmel_CG8938	A0A0B4KFT5; Q0E945; P41043; A4UZL5; Q9V7Y4
Dmel_CG9481	Q8SYN1; Q9VMG1
Dmel_CG10697	Q7Z0E7; Q7Z0E3; Q95SL9; F0JAJ6; Q7YSJ0; P05031; O18379; Q7Z0E8; Q9VIZ6; P05032; Q7YSK5; Q7Z0E6; Q24295; Q7Z0E1; F0JAJ7; Q7Z0E5; Q9VIZ5; Q7Z0E2; Q7Z0E4; Q7Z0E9; Q7YSV6
Dmel_CG11661	Q9VVC5; A8JNU6; Q8IQQ0
Dmel_CG1555	Q8SYV3; Q27577; Q9BMM9; A1Z746
Dmel_CG2155	P20351; Q9VZ50
Dmel_CG3318	Q94521; Q8MKK2; Q9TWF1
Dmel_CG33791	Q95T35; E1JHW5; Q9W0D1; Q0E8J6
Dmel_CG9122	Q9W0K2
Dmel_CG9547	Q9VMC6
Dmel_CG10002	A0A126GV17; A0A0B4KHC0; P14734; Q9VAV0; E1JJ07
Dmel_CG10255	A0A0B4JCT8; Q9V780
Dmel_CG10539	Q94533
Dmel_CG12066	Q8IMH7; A0A0C4DHB5; P16910; Q53XD8; P16911
Dmel_CG13317	Q9W4Q9; E7BBS6; H1UUA1
Dmel_CG1506	Q95RI9; Q9V9R3
Dmel_CG1643	Q9W3R7
Dmel_CG18743	P82910; Q8MT04; Q95NG7; Q9BIS5; P02825; Q5BI85
Dmel_CG31366	Q8MT04; Q9BIS5; Q95NG7; P82910; P02825; Q5BI85
Dmel_CG31449	P02824; Q9BIS3; C7LA76; Q9BIS4; Q9I7J6; Q95NK0; Q95W08; Q9BIS1; Q8INI8
Dmel_CG32301	Q9W037; M9PH04; E1JIB3
Dmel_CG32305	Q8IRF5
Dmel_CG4264	Q3KN45; Q9VFB0; P11147; Q8SXQ4; C7LA75
Dmel_CG4320	Q9W437
Dmel_CG4379	A4V0I0; P12370; Q9VL99
Dmel_CG5092	H1ZYB5; Q9VK45; M9PFS0
Dmel_CG5436	O97125
Dmel_CG5712	M9PE08; Q9W038
Dmel_CG5834	Q9VG58; F3YDH1
Dmel_CG5983	Q9NJA0; Q2PDU2; Q9VK53
Dmel_CG6489	Q5I7H6; Q5I7I3; Q95NK0; Q9BIS4; Q5I7I8; P02824; Q9BIR8; B0BNN7; Q95W08; Q5I7H8; Q9BIS2; Q9I7J6; Q53XF0; Q5I7H4; Q8INI8; Q9BIS3; Q9BIR9; Q9BIS1; Q5I7H2; Q5I7I6; Q9BIS0; Q9BIR7
Dmel_CG7756	Q9VFZ5; Q5U0V1; P11146
Dmel_CG7978	Q9VW60; Q8MRK9; M9NDD2; O77247
Dmel_CG8937	Q9VUA7; Q8I0E9; P29843
Dmel_CG9210	M9PEP2; Q9VXU0
Dmel_CG9533	P32870; M9PH52; M9NF51; M9PJN1; Q9TWA7; M9PEL4; Q9VY17; M9PHL3
Dmel_CG10639	Q9VJ28
Dmel_CG4685	Q9VBP6
Dmel_CG10072	Q9VRZ9; O02647; O02373
Dmel_CG10531	Q9W2M5; Q8SZW4
Dmel_CG10627	Q9VTZ4
Dmel_CG10688	Q9VTZ6
Dmel_CG1129	E2QCZ9; Q7JZB4
Dmel_CG12030	Q9W0P5; M9ND19
Dmel_CG12449	Q7PLC6; E8NHS9; C3KGM9; A8Y596; A8Y5A0; A8Y599; A8Y5A1; Q7PLC5; Q7PLC7
Dmel_CG1318	Q0E8H9; Q8IRB6
Dmel_CG1345	Q9VAW3
Dmel_CG15771	C6TP17; Q8IRR4; Q9W481
Dmel_CG17065	X2JFY0; Q9VR81; E1JJR9
Dmel_CG1787	Q9W3C4; Q9W3C5
Dmel_CG18140	O17422; Q9W5U3; M9PGH3; Q9W5U2; O17420; Q8MS85; Q7PL80
Dmel_CG1869	Q9VZV2; Q960M0
Dmel_CG1969	Q9VAI0; A0A0B4KI57; A0A0B4K7R2; C6TP98; Q8IMK5
Dmel_CG2054	Q9W092; O17421; D0IQG7
Dmel_CG2666	Q9I7P4; Q8IPN4
Dmel_CG3001	Q9GNH8; Q9W330
Dmel_CG30293	Q8MLW8
Dmel_CG32220	Q8IQV0
Dmel_CG32849	Q95U08; Q9NFT8; Q9NFT7; Q9VBF1
Dmel_CG33102	Q6AWE1; Q9VBF1; Q9NFT9
Dmel_CG3495	Q9W1X8; B6IDX2; Q1H8X1; Q8MS16
Dmel_CG3986	Q8SYH0; Q9W2M6
Dmel_CG4347	A5XCL5; Q9VSW1; E1JI91; Q8T0B8; Q86NQ8; Q9VSW2
Dmel_CG5232	Q9VG74; Q95VY1
Dmel_CG5946	Q4LDP7; X2JGK6; Q9VTP2; Q0E8F4; Q8IH41; Q0E8F5; E1JHY0; Q9I7R1
Dmel_CG6218	Q9VF86
Dmel_CG6957	M9ND31; M9NCR7; Q9VMP9; M9NE92
Dmel_CG7464	Q9VNW7; B7Z099
Dmel_CG7979	Q9VSE8
Dmel_CG8073	A1Z7P1
Dmel_CG8251	Q27868; Q27870; P52029; A4UZ93; Q9V4Z8; Q0E9F0
Dmel_CG8417	Q9VH77
Dmel_CG8890	Q1H8X2; Q9VMW9; C7LA78; Q8T3U5
Dmel_CG9232	Q9VMA2; Q8SXN7; M9PB52; B9EQS8
Dmel_CG9307	Q9VFR3
Dmel_CG9357	Q9W2M7
Dmel_CG9535	Q9Y0Z0; Q8IPJ6
Dmel_CG10071	Q9W2I3; Q0E900; A4UZR6; Q24154
Dmel_CG10305	A4V0T7; Q0E8P4; Q9VJ88; C0PV38; M9PG47; P13008; P10380
Dmel_CG10423	Q9VBU9
Dmel_CG10603	B7FNL2; Q9VJ38
Dmel_CG10652	M9PDN1; Q9VJ19
Dmel_CG11258	Q9VU36
Dmel_CG11271	Q9VU40; Q0E8F1; P80455; Q8IQI9
Dmel_CG11276	P41042; X2JGM9; A4V1X0; Q9VU44
Dmel_CG11488	Q9VPL3
Dmel_CG11522	Q9V9W2; Q9V9W3
Dmel_CG12220	Q9V9Z1
Dmel_CG12275	Q9Y0Y3; Q9VB14
Dmel_CG12373	Q7JVK1
Dmel_CG12740	D1Z3A1; Q9VZS5; Q0E8I7; A4V1E2; Q9VZS4
Dmel_CG12775	Q9V9M7
Dmel_CG1320	B7Z0I3; M9PE14; Q9W021
Dmel_CG13389	Q9VLN5; Q03334; A4V0F6; X2J950
Dmel_CG13410	Q8MS27; Q9VD57
Dmel_CG13880	Q9W0S6
Dmel_CG14048	Q9W4Z2
Dmel_CG14206	Q8SZG7; A4V4S6; Q9VWG3; M9NEQ9
Dmel_CG1475	A0A0B4KFM7; Q9VNE9; Q9VNF0
Dmel_CG14792	Q9W583; P38979; Q7KW10; X2JC80; Q058X4
Dmel_CG15016	Q9VZD5; M9NDH8
Dmel_CG1524	Q9V3R5; X2JCX8; Q8SZL7; P14130; Q0KHV1
Dmel_CG1527	Q0KHV1; X2JCX8; Q8SZL7; Q9V3R5; P14130
Dmel_CG15442	M9MRC9; P41092; Q94530; Q9VR02
Dmel_CG15527	C9QPF8; Q9VAB9
Dmel_CG15693	P55828; Q9VDI4; Q8SYS0
Dmel_CG15697	Q9VDH8
Dmel_CG17489	Q9W5R8; R9Q794
Dmel_CG17521	O61231; Q0E8B5; Q86NY2; Q9W5T1; M9PIM0; Q9I813
Dmel_CG18001	A0A0B4KED0; Q9W5N2
Dmel_CG18767	Q9I7Q9
Dmel_CG1883	A4V3N0; Q9VA91; Q8IMI7
Dmel_CG2033	Q9VYE4; A4V4D9; E1JJM9; P48149
Dmel_CG2099	Q9VNB9
Dmel_CG2746	P36241; A4UZV5; Q29QX6; Q9W0X4
Dmel_CG2957	Q8SXF0; Q9VHY9
Dmel_CG2960	P68198; Q7JYK1; P18101; Q0E8I1; Q9VQX7; Q9VZL4; Q9VKW6
Dmel_CG2986	M9PEA6; O76927; A4V027
Dmel_CG2998	Q9W334; X2JEM4
Dmel_CG30425	Q962S2
Dmel_CG3109	Q9W547
Dmel_CG31450	Q9VHQ1; Q9VHQ0
Dmel_CG31478	Q9VF89
Dmel_CG3195	Q9W1B9
Dmel_CG3203	Q9W3W8; X2JIQ5
Dmel_CG32531	Q9VWI3
Dmel_CG32854	Q8I0J3
Dmel_CG33002	Q86BM8
Dmel_CG3314	Q9W3Z2; X2JCS6; P46223; A4V411
Dmel_CG3351	Q9VFJ2
Dmel_CG3395	Q9XZU5; Q9VT07; Q95RG1; P55935; A4V1R4; Q6XIN2; Q9VT06; C6SUW3
Dmel_CG34147	Q0E959
Dmel_CG3661	B7FNL0; P48159; Q9W1Y7
Dmel_CG3712	Q9W4L1
Dmel_CG3751	Q9W229
Dmel_CG3843	Q9VFE0
Dmel_CG3997	Q9W1B7; O16130
Dmel_CG4087	Q9VPP6; P08570; M9PBK5
Dmel_CG4111	Q9W499
Dmel_CG4207	Q9W231; Q8WTC1
Dmel_CG4247	Q8SYL8; Q9VFB2; A8JR11; Q8INE7; Q8IH25
Dmel_CG4326	Q9W199
Dmel_CG4464	Q9VXE1; P39018; A4V4N1; B7Z0Y8; E2QD65
Dmel_CG4651	P41126; A4V0I6; Q9VL55; M9PFF0; B7FNN5
Dmel_CG4742	Q9VXB5; Q8SZC3
Dmel_CG4759	Q9VBN5
Dmel_CG4863	Q6NNE9; O16797; Q9VGR4; Q0KI83; Q9VGR5; Q9VGR6
Dmel_CG4897	Q541C8; Q9VL30; P32100; X2J5G6
Dmel_CG4918	P05389; Q9V7R6; Q8MRV1; A4UZK7
Dmel_CG5012	Q9VSR5
Dmel_CG5108	Q9VKX4; M9PCL5
Dmel_CG5184	Q9VEN6
Dmel_CG5219	Q9VPF6
Dmel_CG5271	P68198; P15357; Q0E8I1; Q9VZL4; Q9VKW6; Q8IGR0; Q9VQX7
Dmel_CG5317	Q9VKC1
Dmel_CG5338	Q7KS38; A0A0B4KGR4
Dmel_CG5502	Q9I7H6; P09180
Dmel_CG5818	Q9V3D0
Dmel_CG5827	Q9VMU4; A4V081; M9MRF2
Dmel_CG5920	P31009; Q9VL74; M9PB84
Dmel_CG6090	Q9VBH8
Dmel_CG6141	A4V0M0; Q4V5D8; Q9VKL7; X2JDU0; P50882; Q9VKL6
Dmel_CG6253	Q9VSM3; P55841
Dmel_CG6510	P41093; Q9V840
Dmel_CG6684	B6IDV9; Q9VGS0; Q0KI84; P48588; Q8SZ71
Dmel_CG6764	Q9VGN9
Dmel_CG6779	Q9VCM9; Q06559; G3M3A2
Dmel_CG6846	Q9VVU2
Dmel_CG7038	Q9W4I3
Dmel_CG7283	Q9VTP4
Dmel_CG7424	Q9VLT7
Dmel_CG7434	Q1EC97; Q9V3X9; Q9UAN1; P50887
Dmel_CG7490	Q5BHX7; P19889; Q9VNV9; M9PG76
Dmel_CG7494	Q9VHT5; Q960X0
Dmel_CG7622	Q9W5E5; Q0KHX6; X2JC35; P49630; A2RVC6
Dmel_CG7636	Q9VTF8
Dmel_CG7726	Q9V8U9; A0A0B4LGZ5; P46222
Dmel_CG7808	Q9VAF1; Q8MLY8; A0A0B4K6N1
Dmel_CG7925	Q9NEH6; Q9U1J6; Q9V3R2; Q5U1D4; P10735; D3DMP8
Dmel_CG7939	B7Z0S1; A4V3M7; P04359; Q8IMJ6; O01386; Q9VAB2
Dmel_CG8039	Q9VHN6
Dmel_CG8332	Q7JZW2; A1ZAH8
Dmel_CG8338	Q9V6Y3
Dmel_CG8415	A0A0B4LFD9; Q8T3U2; Q9V6Z0
Dmel_CG8495	Q7JYH9; A0A0C4DHE8; Q9VH69
Dmel_CG8615	M9PHM6; Q9VS34
Dmel_CG8849	Q9VMY1
Dmel_CG8857	Q0E9B6; C4JD62; E2QC50; A1Z8U9
Dmel_CG8900	Q8MT19; P41094; Q1WWH7; Q9V911
Dmel_CG8922	Q24186; Q9VX78; X2JKU5
Dmel_CG9091	Q9VXX8; A8E7A3; M9PH59
Dmel_CG9282	Q9VJY6; X2JE06
Dmel_CG9354	Q9VHE5
Dmel_CG9730	Q9VVX4
Dmel_CG9873	Q9W1U6; Q4V3Z3; B5RJ24
Dmel_CR33353	-
Dmel_CR33354	-
Dmel_CR33355	-
Dmel_CR33358	-
Dmel_CR33359	-
Dmel_CR33362	-
Dmel_CR33364	-
Dmel_CR33366	-
Dmel_CR33367	-
Dmel_CR33368	-
Dmel_CR33370	-
Dmel_CR33372	-
Dmel_CR33374	-
Dmel_CR33375	-
Dmel_CR33376	-
Dmel_CR33377	-
Dmel_CR33378	-
Dmel_CR33380	-
Dmel_CR33381	-
Dmel_CR33382	-
Dmel_CR33383	-
Dmel_CR33384	-
Dmel_CR33386	-
Dmel_CR33387	-
Dmel_CR33388	-
Dmel_CR33389	-
Dmel_CR33390	-
Dmel_CR33391	-
Dmel_CR33392	-
Dmel_CR33393	-
Dmel_CR33394	-
Dmel_CR33395	-
Dmel_CR33397	-
Dmel_CR33398	-
Dmel_CR33399	-
Dmel_CR33400	-
Dmel_CR33401	-
Dmel_CR33402	-
Dmel_CR33403	-
Dmel_CR33404	-
Dmel_CR33405	-
Dmel_CR33406	-
Dmel_CR33407	-
Dmel_CR33409	-
Dmel_CR33410	-
Dmel_CR33411	-
Dmel_CR33412	-
Dmel_CR33413	-
Dmel_CR33414	-
Dmel_CR33415	-
Dmel_CR33417	-
Dmel_CR33418	-
Dmel_CR33420	-
Dmel_CR33422	-
Dmel_CR33423	-
Dmel_CR33424	-
Dmel_CR33425	-
Dmel_CR33426	-
Dmel_CR33427	-
Dmel_CR33428	-
Dmel_CR33429	-
Dmel_CR33430	-
Dmel_CR33431	-
Dmel_CR33432	-
Dmel_CR33433	-
Dmel_CR33434	-
Dmel_CR33436	-
Dmel_CR33437	-
Dmel_CR33438	-
Dmel_CR33440	-
Dmel_CR33441	-
Dmel_CR33442	-
Dmel_CR33443	-
Dmel_CR33445	-
Dmel_CR33447	-
Dmel_CR33448	-
Dmel_CR33449	-
Dmel_CR33450	-
Dmel_CR33451	-
Dmel_CR33452	-
lrRNA	-
srRNA	-
Dmel_CG10166	Q9VIU7
Dmel_CG11306	Q9VP06; Q9VP07
Dmel_CG11851	Q9VBV8
Dmel_CG11874	Q9VAP8
Dmel_CG1291	Q9VZU8
Dmel_CG13393	Q9VLM5
Dmel_CG13431	Q60GL7
Dmel_CG14476	Q7KMM4
Dmel_CG14512	Q9VAP1
Dmel_CG1518	M9PI34; Q9VRE0
Dmel_CG1597	Q9VZ04
Dmel_CG17173	Q9VUH5
Dmel_CG18012	Q9VEE9
Dmel_CG18802	Q24451; Q9TYG5; Q9VHD8; A0A0B4KFG0; Q9VHD9
Dmel_CG2448	Q9VYV5
Dmel_CG31202	Q8IMK0
Dmel_CG31849	Q95RF3
Dmel_CG32076	Q8MQM2; Q9VTG3; Q8T8L8
Dmel_CG33303	Q76NQ0
Dmel_CG33977	Q2PDR0
Dmel_CG4084	O02532; O02533; Q95R76; Q9W1K8; Q24419; C4IXX8; Q27333; Q24421; Q24420; Q24607
Dmel_CG42275	P53624; P53625; Q9W2W6; Q9W2W7; Q8IRL4; Q29QD9; M9PH54; A4V480
Dmel_CG4542	Q058Z6; Q9W3V8
Dmel_CG4871	Q9W121; Q9GU23
